model,date.time,accuracy
rf,2018-07-23 20:42:33,0.618577747533175
svm,2018-07-23 20:42:43,0.595780877849609
rpart,2018-07-23 20:42:48,0.521946240217761
rpart,2018-07-23 20:42:48,0.521946240217761
rf,2018-07-23 20:45:04,0.66734693877551
svm.pca,2018-07-23 20:45:27,0.625510204081633
rpart.pca,2018-07-23 20:45:43,0.504081632653061
rf.pca,2018-07-23 21:11:39,0.664285714285714
rf.pca,2018-07-23 21:15:33,0.660204081632653
