R550	683987.0
R551	387487.0
R552	687207.0
R396	78210.0
R397	32082.0
R082	331189.0
R395	88852.0
R392	108865.0
R393	83816.0
R259	151052.0
R258	273587.0
R257	202489.0
R256	143690.0
R255	70405.0
R254	176207.0
R253	82263.0
R252	205608.0
R251	204896.0
R250	186986.0
R408	57449.0
R309	90902.0
R308	115058.0
R301	183518.0
R300	483114.0
R303	209707.0
R302	336703.0
R413	67041.0
R304	81991.0
R307	73425.0
R306	7190.0
R172	344068.0
R173	174459.0
R170	2743585.0
R171	242215.0
R176	688508.0
R177	669116.0
R174	244821.0
R175	914655.0
R178	917008.0
R179	1598984.0
R068	43223.0
R146	196495.0
R394	138704.0
R412	69089.0
R415	2615.0
R414	21774.0
R275	91363.0
R274	204060.0
R277	110274.0
R276	184597.0
R271	59275.0
R270	127348.0
R273	234778.0
R272	239987.0
R424	55798.0
R391	91229.0
R279	79866.0
R278	28868.0
R419	31219.0
R378	212844.0
R379	83185.0
R418	8692.0
R374	208615.0
R375	116600.0
R376	89115.0
R377	93971.0
R370	60840.0
R371	55991.0
R372	76574.0
R373	64444.0
R389	31097.0
R388	181206.0
R149	233009.0
R148	158931.0
R051	798118.0
R050	624468.0
R053	300534.0
R052	89442.0
R055	1482767.0
R054	249313.0
R057	852758.0
R056	269070.0
R059	109814.0
R058	88456.0
R417	16072.0
R118	170784.0
R119	109388.0
R110	345611.0
R111	433903.0
R112	160310.0
R113	412474.0
R114	178836.0
R115	206744.0
R116	633493.0
R117	74979.0
R288	72722.0
R289	37279.0
R280	65657.0
R281	189391.0
R282	81915.0
R283	81384.0
R284	116751.0
R285	112526.0
R286	67890.0
R287	106511.0
R213	120613.0
R212	236258.0
R211	432356.0
R210	21514.0
R217	262018.0
R216	100268.0
R215	199691.0
R331	61778.0
R219	185903.0
R218	121959.0
R088	61975.0
R024	519191.0
R025	898776.0
R358	49832.0
R027	569780.0
R020	1359083.0
R021	884099.0
R022	1562407.0
R023	1313745.0
R352	37134.0
R353	78230.0
R350	67718.0
R028	450564.0
R029	741054.0
R354	39602.0
R355	48035.0
R459	280.0
R455	73534.0
R454	118009.0
R456	111841.0
R451	46681.0
R450	85635.0
R453	332477.0
R452	1003399.0
R338	19759.0
R083	316025.0
R136	345758.0
R137	354471.0
R134	116892.0
R135	130739.0
R132	661919.0
R133	93234.0
R130	101826.0
R131	646498.0
R138	1044483.0
R139	345311.0
R445	156291.0
R183	167061.0
R182	273087.0
R181	276029.0
R180	393865.0
R187	269818.0
R186	151639.0
R185	5018.0
R184	91091.0
R189	279765.0
R188	383952.0
R239	130671.0
R238	289957.0
R332	109308.0
R333	154306.0
R334	143754.0
R335	58973.0
R336	52448.0
R337	21881.0
R231	167067.0
R230	44225.0
R233	120552.0
R232	158981.0
R235	565732.0
R234	76990.0
R237	54490.0
R236	147907.0
R002	156816.0
R003	25333.0
R001	708638.0
R006	76759.0
R007	50966.0
R004	70732.0
R005	71279.0
R008	54171.0
R009	45880.0
R439	83120.0
R438	87856.0
R339	80012.0
R433	68529.0
R432	37739.0
R431	111809.0
R430	70589.0
R437	146347.0
R436	89776.0
R435	88714.0
R434	75156.0
R330	184211.0
R390	288911.0
R248	668599.0
R249	183475.0
R244	170947.0
R246	32955.0
R247	48550.0
R240	557679.0
R241	83983.0
R242	101410.0
R243	181915.0
R079	449815.0
R382	155012.0
R318	102856.0
R319	445401.0
R316	53649.0
R317	25466.0
R314	109316.0
R315	63233.0
R312	56607.0
R313	32896.0
R310	233116.0
R311	84876.0
R147	463019.0
R069	115447.0
R145	135631.0
R144	196264.0
R143	513254.0
R142	527239.0
R141	403611.0
R140	230538.0
R060	140302.0
R061	115490.0
R062	602959.0
R063	106417.0
R064	92182.0
R065	148325.0
R066	40577.0
R067	47868.0
R070	5.0
R214	69867.0
R095	406818.0
R094	250634.0
R097	531795.0
R096	467368.0
R091	203141.0
R090	80929.0
R093	315949.0
R092	306241.0
R443	100256.0
R099	279489.0
R098	401601.0
R543	352147.0
R542	230888.0
R541	800570.0
R540	1060240.0
R547	121857.0
R546	467191.0
R545	242649.0
R544	171301.0
R549	700863.0
R548	113468.0
R381	69474.0
R380	73681.0
R268	249556.0
R269	125640.0
R385	122729.0
R384	67110.0
R387	165578.0
R386	177663.0
R262	88689.0
R263	60335.0
R260	280468.0
R261	265171.0
R266	110540.0
R267	211596.0
R264	74301.0
R265	141478.0
R464	0.0
R403	86038.0
R460	170731.0
R461	609759.0
R462	314168.0
R463	550256.0
R468	1759.0
R469	2041.0
R359	244766.0
R046	1498240.0
R047	1086742.0
R044	905942.0
R045	512135.0
R042	322225.0
R043	407027.0
R040	49658.0
R041	357068.0
R048	238106.0
R049	624279.0
R169	381331.0
R168	933722.0
R165	0.0
R164	566806.0
R167	501409.0
R166	258137.0
R161	198920.0
R160	442418.0
R163	568415.0
R356	160731.0
R357	17614.0
R200	101734.0
R201	468275.0
R202	209411.0
R203	240222.0
R204	203164.0
R205	276031.0
R206	153631.0
R207	165843.0
R208	393649.0
R209	100397.0
R369	68215.0
R368	162270.0
R367	39352.0
R366	51242.0
R365	39223.0
R364	192090.0
R363	31472.0
R362	56145.0
R361	101603.0
R360	35844.0
R442	67173.0
R406	47777.0
R440	52866.0
R441	77386.0
R446	152591.0
R447	73487.0
R444	32559.0
R407	71992.0
R448	26700.0
R449	110814.0
R404	60994.0
R405	23267.0
R019	281727.0
R402	62015.0
R151	421367.0
R294	85133.0
R400	48406.0
R401	65038.0
R109	65619.0
R108	650427.0
R103	278757.0
R102	633595.0
R101	585996.0
R100	97842.0
R107	158180.0
R106	122381.0
R105	371788.0
R104	128903.0
R411	65384.0
R299	77519.0
R298	143257.0
R293	982321.0
R292	20662.0
R291	274736.0
R290	265316.0
R297	173466.0
R296	64339.0
R295	86649.0
R159	181591.0
R190	342692.0
R191	156474.0
R192	188287.0
R193	220426.0
R194	222432.0
R195	533529.0
R196	240525.0
R197	256732.0
R198	330938.0
R199	133821.0
R416	41137.0
R409	86059.0
R345	83895.0
R344	3986.0
R347	134603.0
R346	213221.0
R341	10654.0
R340	75306.0
R343	80230.0
R342	142525.0
R226	40420.0
R227	95971.0
R224	149990.0
R225	57383.0
R222	410985.0
R223	313901.0
R220	148110.0
R221	241843.0
R037	141228.0
R036	36061.0
R035	442750.0
R034	206460.0
R033	1112844.0
R032	1149929.0
R031	829266.0
R030	532155.0
R039	30974.0
R038	24775.0
R428	40686.0
R429	139398.0
R420	97477.0
R421	56400.0
R422	24172.0
R423	65386.0
R011	1280674.0
R425	28231.0
R426	15585.0
R427	15033.0
R121	90127.0
R120	259632.0
R123	278715.0
R089	64606.0
R125	46489.0
R124	114554.0
R127	541085.0
R126	212646.0
R129	186158.0
R128	73247.0
R080	428222.0
R081	608643.0
R086	494352.0
R087	113966.0
R084	1415233.0
R085	349548.0
R536	171293.0
R535	40036.0
R228	174970.0
R229	135536.0
R323	144090.0
R322	333622.0
R321	121332.0
R320	166070.0
R327	186757.0
R326	49326.0
R325	79495.0
R324	128876.0
R349	106124.0
R329	47947.0
R328	200628.0
R348	13855.0
R154	194997.0
R155	157683.0
R156	110165.0
R157	176953.0
R150	72059.0
R018	1153646.0
R152	89274.0
R153	302248.0
R015	524297.0
R014	551035.0
R017	781156.0
R016	216937.0
R158	538804.0
R010	719262.0
R013	743407.0
R012	1138409.0
R399	38050.0
R383	82939.0
R398	148578.0
R122	275078.0
